               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                  64,            0.045986,            0.061581,                   0,             0.71705,             0.76143,             0.73109,             0.21218,            0.045794,            0.060935,                   0,           0.0068815,           0.0068815,           0.0068815
                  65,            0.046822,            0.062627,                   0,             0.71612,             0.75668,             0.74511,             0.21629,            0.046642,            0.060668,                   0,            0.006832,            0.006832,            0.006832
                  66,            0.047341,            0.061662,                   0,             0.73287,             0.76959,             0.73848,             0.21833,            0.047154,             0.06141,                   0,           0.0067825,           0.0067825,           0.0067825
                  67,            0.046872,            0.063095,                   0,             0.73059,              0.7659,             0.74789,             0.21758,            0.046492,            0.060488,                   0,            0.006733,            0.006733,            0.006733
                  68,            0.045387,            0.063718,                   0,             0.70231,             0.76037,             0.72621,             0.21215,            0.046424,             0.06103,                   0,           0.0066835,           0.0066835,           0.0066835
                  69,            0.045694,            0.062156,                   0,             0.73556,              0.7409,             0.72973,             0.21622,            0.045987,            0.061115,                   0,            0.006634,            0.006634,            0.006634
                  70,              0.0463,             0.06301,                   0,             0.70346,             0.76498,             0.74199,             0.21819,            0.046574,            0.061321,                   0,           0.0065845,           0.0065845,           0.0065845
                  71,            0.044968,            0.061911,                   0,              0.6931,             0.76313,             0.72203,             0.21187,            0.046432,            0.061651,                   0,            0.006535,            0.006535,            0.006535
                  72,            0.045038,            0.061905,                   0,             0.70869,             0.75115,             0.73436,             0.21811,            0.046806,            0.060734,                   0,           0.0064855,           0.0064855,           0.0064855
                  73,            0.045766,            0.062351,                   0,              0.7436,              0.7318,             0.73342,             0.21596,            0.046662,             0.06103,                   0,            0.006436,            0.006436,            0.006436
                  74,            0.046136,            0.063718,                   0,             0.70027,             0.69309,             0.68963,             0.19433,            0.047465,            0.061417,                   0,           0.0063865,           0.0063865,           0.0063865
                  75,            0.045063,            0.062111,                   0,             0.70866,             0.74378,             0.72346,             0.20697,            0.045141,            0.061663,                   0,            0.006337,            0.006337,            0.006337
                  76,             0.04646,            0.059844,                   0,             0.71686,             0.76406,             0.73091,             0.20946,            0.046189,            0.060885,                   0,           0.0062875,           0.0062875,           0.0062875
                  77,            0.047242,            0.062637,                   0,             0.72173,             0.75668,             0.74048,             0.21321,            0.045583,            0.061181,                   0,            0.006238,            0.006238,            0.006238
                  78,            0.045039,            0.059718,                   0,             0.71877,             0.76406,             0.73584,             0.21227,            0.046495,            0.060718,                   0,           0.0061885,           0.0061885,           0.0061885
