               epoch,      train/box_loss,      train/obj_loss,      train/cls_loss,   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,               x/lr0,               x/lr1,               x/lr2
                 149,            0.033594,            0.029912,                   0,             0.63827,             0.68182,             0.68647,              0.3004,            0.040807,            0.025009,                   0,            0.002674,            0.002674,            0.002674
                 150,            0.033734,            0.029198,                   0,             0.65532,             0.65909,             0.68462,             0.28691,            0.041482,            0.025225,                   0,           0.0026245,           0.0026245,           0.0026245
                 151,            0.032481,            0.026397,                   0,             0.68872,             0.63636,             0.66396,             0.30351,            0.039456,            0.024919,                   0,            0.002575,            0.002575,            0.002575
                 152,            0.034406,            0.028776,                   0,             0.63057,             0.65947,             0.65887,             0.28967,            0.040694,            0.025038,                   0,           0.0025255,           0.0025255,           0.0025255
                 153,             0.03311,            0.027656,                   0,             0.65241,             0.71591,             0.69987,             0.32005,            0.039398,            0.024881,                   0,            0.002476,            0.002476,            0.002476
                 154,            0.031383,            0.028996,                   0,             0.67258,             0.71591,             0.70024,             0.31829,             0.03965,            0.024653,                   0,           0.0024265,           0.0024265,           0.0024265
                 155,            0.032735,            0.030769,                   0,             0.55788,             0.78868,             0.65149,             0.31186,            0.039409,            0.024883,                   0,            0.002377,            0.002377,            0.002377
                 156,            0.032019,             0.02776,                   0,              0.5611,             0.75545,             0.64603,             0.29867,            0.039239,            0.024994,                   0,           0.0023275,           0.0023275,           0.0023275
                 157,            0.031223,            0.025663,                   0,             0.54549,             0.77273,             0.63225,             0.30297,            0.038012,             0.02518,                   0,            0.002278,            0.002278,            0.002278
                 158,            0.032365,            0.026017,                   0,             0.55549,             0.71591,             0.63762,             0.29972,            0.039179,            0.025417,                   0,           0.0022285,           0.0022285,           0.0022285
                 159,            0.031192,            0.027502,                   0,             0.65599,             0.68182,              0.6736,             0.30204,             0.03933,            0.025288,                   0,            0.002179,            0.002179,            0.002179
                 160,            0.030255,            0.025545,                   0,             0.66228,             0.65909,             0.65355,             0.30989,            0.038239,             0.02517,                   0,           0.0021295,           0.0021295,           0.0021295
                 161,            0.031328,            0.027438,                   0,             0.70205,             0.68182,             0.68478,              0.3085,            0.038882,            0.025119,                   0,             0.00208,             0.00208,             0.00208
                 162,            0.031615,            0.025661,                   0,             0.73261,             0.67045,             0.69192,             0.30454,             0.03969,            0.025002,                   0,           0.0020305,           0.0020305,           0.0020305
                 163,            0.032641,            0.026306,                   0,             0.64382,             0.63675,             0.63556,             0.29886,            0.038811,            0.025084,                   0,            0.001981,            0.001981,            0.001981
                 164,            0.033333,            0.025995,                   0,             0.64944,             0.65909,             0.67407,             0.29174,            0.039714,            0.025161,                   0,           0.0019315,           0.0019315,           0.0019315
